oznam_title,contracting_authority_name,druh_postupu,druh_zakazky,druh_obstaravatela_clean,hlavna_cinnost_clean,main_cpv_code,cpv_others,deli_sa_casti,varianty,typ_obdobie,dlzka_zakazky_cleaned,kriteria_ponuk,el_aukcia,predch_uverejnen_zakazky,ziskanie_podkladov_deadline,ucast_deadline,published_on,bude_sa_opakovat_zakazka,eu_fondy,odoslanie_oznamenia,typ_ceny_oznamenia,estimatedpricecleaned,nazov_typu_oznamenia,miesto_prac_zakazky,estimatedprice_from_result,pocet_prijatych_ponuk,pocet_prijatych_el_ponuk,total_final_value_amount_clean,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat,price_ratio,overpriced,druh_obstaravatela_clean_par
Zabezpečenie leteckej prepravy osôb pri pracovných cestách pre potreby Ministerstva zdravotníctva SR,Ministerstvo zdravotníctva Slovenskej republiky,Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,ZDRAVOTNÍCTVO,60400000-2,{63510000-7},Nie,Nie,v mesiacoch (od zadania zákazky),48,Iné,Nie,Áno,3/16/2015 12:00:00 AM,3/16/2015 12:00:00 AM,2/4/2015 12:00:00 AM,Nie,Nie,1/29/2015 12:00:00 AM,Jedna hodnota,1230000,vyhlásenie verejnej súťaže (služby),SK01,1230000,4,0,970500.08,True,20,776400.064,0.631219564227642,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Obstaranie CNC zariadenia na obrábanie hliníka,"Slovak business company, s.r.o.",Otvorená,Tovary,§ 7 ODS. 1,INÝ,42638000-7,"{42621100-6,42637000-0}",Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Áno,Nie,9/24/2014 12:00:00 AM,9/24/2014 12:00:00 AM,8/11/2014 12:00:00 AM,Nie,Áno,8/5/2014 12:00:00 AM,Jedna hodnota,186000,vyhlásenie verejnej súťaže (tovary),SK031,186000,3,0,186900,False,"",186900,1.00483870967742,yes,paragraf §7
Lieky ATC skupiny L03AB07,"Všeobecná zdravotná poisťovňa, a.s.",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÉ POISTENIE,33652000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,3/3/2015 12:00:00 AM,3/3/2015 12:00:00 AM,1/27/2015 12:00:00 AM,Nie,Nie,1/21/2015 12:00:00 AM,Jedna hodnota,14572480,vyhlásenie verejnej súťaže (tovary),SK0,14572480,1,0,14557998.52,False,"",14557998.52,0.999006244647445,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Združená dodávka elektriny,"Poliklinika Tehelná, a.s.",Otvorená,Tovary,OBCHODNÁ SPOLOČNOSŤ PODĽA PREDPISOV OBCHODNÉHO PRÁVA,ZDRAVOTNÍCTVO,09310000-5,{65300000-6},Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Nie,12/2/2014 12:00:00 AM,12/2/2014 12:00:00 AM,10/21/2014 12:00:00 AM,"",Nie,10/16/2014 12:00:00 AM,Jedna hodnota,235000,vyhlásenie verejnej súťaže (tovary),SK010,235000,1,0,72784,False,"",72784,0.30971914893617,no,OBCHODNÁ SPOLOČNOSŤ PODĽA PREDPISOV OBCHODNÉHO PRÁVA
Dodávka motorovej nafty,"Železničná spoločnosť Cargo Slovakia, a.s.",Otvorená,Tovary,§ 6 ODS.1 PÍSM. F) ZÁKONA O VEREJNOM OBSTARÁVANÍ,VYKONÁVANIE DOPRAVNEJ ČINNOSTI NA DRÁHE,09134100-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Áno,Áno,12/2/2014 12:00:00 AM,12/2/2014 12:00:00 AM,10/22/2014 12:00:00 AM,Nie,Nie,10/17/2014 12:00:00 AM,Jedna hodnota,61548000,vyhlásenie verejnej súťaže (tovary),SK0,61548000,3,0,61548000,False,"",61548000,1,yes,paragraf §6
Modernizácia električkového depa DPMK - projektová dokumentácia,"Dopravný podnik mesta Košice, akciová spoločnosť",Otvorená,Služby,§ 7 ODS. 4,"SLUŽBY MESTSKEJ ŽELEZNIČNEJ, ELEKTRIČKOVEJ, TROLEJBUSOVEJ ALEBO AUTOBUSOVEJ DOPRAVY",71320000-7,{71311230-2},Nie,Nie,v mesiacoch (od zadania zákazky),25,Najnižšia cena,Nie,Áno,2/2/2015 12:00:00 AM,2/2/2015 12:00:00 AM,12/16/2014 12:00:00 AM,"",Áno,12/11/2014 12:00:00 AM,Jedna hodnota,1180533,vyhlásenie verejnej súťaže (služby),SK042,1180533,3,0,1092280,False,"",1092280,0.925243089350319,no,paragraf §7
Servis kogeneračných zariadení,"Slovenský plynárenský priemysel, akciová spoločnosť",Otvorená,Služby,§ 6 ODS. 1 PÍSM. F),VŠEOBECNÉ VEREJNÉ SLUŽBY,50530000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Áno,Nie,3/24/2015 12:00:00 AM,3/24/2015 12:00:00 AM,2/18/2015 12:00:00 AM,Nie,Nie,2/12/2015 12:00:00 AM,Jedna hodnota,455940,vyhlásenie verejnej súťaže (služby),SK0,455940,1,1,409902.4,False,"",409902.4,0.899027064964688,no,paragraf §6
Rozšírenie technologického parku spoločnosti fierce s.r.o.,fierce s.r.o.,Otvorená,Tovary,§7 ZÁKONA O VEREJNOM OBSTARÁVANÍ,VÝROBNO-OBCHODNÁ ČINNOSŤ,42991200-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Áno,Nie,9/29/2014 12:00:00 AM,9/29/2014 12:00:00 AM,8/15/2014 12:00:00 AM,Nie,Áno,8/11/2014 12:00:00 AM,Jedna hodnota,362000,vyhlásenie verejnej súťaže (tovary),SK042,362000,2,0,355000,False,"",355000,0.980662983425414,no,paragraf §7
Dodávka inovatívnej technológie pre spoločnosť SUZAR spol. s r.o.,"SUZAR, spol.s r.o.",Otvorená,Tovary,OSOBA PODĽA § 7,VÝROBA A MONTÁŽ STROJOV A ZARIADENÍ PRE VŠEOBECNÉ ÚČELY,42630000-1,"{42636000-3,42633000-2}",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Áno,Nie,12/4/2014 12:00:00 AM,12/4/2014 12:00:00 AM,10/20/2014 12:00:00 AM,Nie,Áno,10/14/2014 12:00:00 AM,Jedna hodnota,181000,vyhlásenie verejnej súťaže (tovary),SK022,181000,3,0,187400,False,"",187400,1.0353591160221,yes,paragraf §7
Obstaranie techniky pre prevádzku bioplynovej stanice,"SPARK, s.r.o.",Otvorená,Tovary,§7,ODPADOVÉ HOSPODÁRSTVO,16000000-5,"{16700000-2,16800000-3,34133100-9,34223300-9,16630000-0,34928480-6}",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Áno,8/13/2014 12:00:00 AM,8/13/2014 12:00:00 AM,6/30/2014 12:00:00 AM,Nie,Áno,6/24/2014 12:00:00 AM,Jedna hodnota,1140000,vyhlásenie verejnej súťaže (tovary),SK032,1140000,3,0,1138488,False,"",1138488,0.998673684210526,no,paragraf §7
Vybavenie zubolekárskeho výučbového traktu,"Univerzita Komenského v Bratislave, Jesseniova lekárska fakulta Martin",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,33130000-0,"{33192410-9,34999400-0}",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Áno,Nie,1/28/2015 12:00:00 AM,1/28/2015 12:00:00 AM,12/11/2014 12:00:00 AM,Nie,Áno,12/8/2014 12:00:00 AM,Jedna hodnota,514558,vyhlásenie verejnej súťaže (tovary),SK031,514558,3,3,509166.67,False,"",509166.67,0.98952240563746,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Automatická linka na rezanie skla,Stanislav Vančo- VAK izolačné a dizajnové sklá,Otvorená,Tovary,ŽIVNOSTNÍK,SKLÁRSKY PRIEMYSEL,42641400-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,Nie,10/3/2014 12:00:00 AM,10/3/2014 12:00:00 AM,8/22/2014 12:00:00 AM,Nie,Áno,8/18/2014 12:00:00 AM,Jedna hodnota,330200,vyhlásenie verejnej súťaže (tovary),SK023,330200,2,0,330200,False,"",330200,1,yes,ŽIVNOSTNÍK
Laboratórne prístroje pre analýzu vody,"SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ŽIVOTNÉ PROSTREDIE,38000000-5,"{33100000-1,38300000-8,38400000-9,38500000-0,38900000-4,39700000-9,42100000-0,42300000-9,42900000-5}",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Áno,Áno,9/23/2014 12:00:00 AM,9/23/2014 12:00:00 AM,8/18/2014 12:00:00 AM,Nie,Áno,8/13/2014 12:00:00 AM,Jedna hodnota,1245000,vyhlásenie verejnej súťaže (tovary),SK0,1245000,3,0,1162000,False,"",1162000,0.933333333333333,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Poskytovanie služieb pre prevádzku a údržbu informačných systémov Mesta Prešov,Mesto Prešov,Otvorená,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,72250000-2,"{72600000-6,72227000-2,72261000-2,72267000-4}",Nie,Nie,lehoty uskutočnenia,,Najnižšia cena,Nie,Nie,9/29/2014 12:00:00 AM,9/29/2014 12:00:00 AM,8/22/2014 12:00:00 AM,Nie,Nie,8/18/2014 12:00:00 AM,Jedna hodnota,480000,vyhlásenie verejnej súťaže (služby),SK041,480000,1,0,536560.08,True,20,429248.064,0.8942668,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
SW na správu a evidenciu verejných obstarávaní,"SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ŽIVOTNÉ PROSTREDIE,72000000-5,{48490000-9},Nie,Nie,v mesiacoch (od zadania zákazky),48,Iné,Nie,Áno,10/15/2014 12:00:00 AM,10/15/2014 12:00:00 AM,9/2/2014 12:00:00 AM,Nie,Nie,8/28/2014 12:00:00 AM,Jedna hodnota,265800,vyhlásenie verejnej súťaže (služby),SK,265800,3,0,221500,False,"",221500,0.833333333333333,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Inovácia výrobného procesu v pekárenskej výrobe,Michal Rajček - Fa Emont,Otvorená,Tovary,PRÁVNICKÁ OSOBA,VÝROBA CHLEBA; VÝROBA ČERSTVÉHO PEČIVA A KOLÁČOV,42900000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),11,Najnižšia cena,Áno,Nie,9/16/2014 12:00:00 AM,9/16/2014 12:00:00 AM,8/6/2014 12:00:00 AM,"",Áno,8/1/2014 12:00:00 AM,Jedna hodnota,333200,vyhlásenie verejnej súťaže (tovary),SK,333200,3,0,332700,False,"",332700,0.998499399759904,no,PRÁVNICKÁ OSOBA
"Vypracovanie dokumentácie na stavebné povolenie (DSP), dokumentácie Doplnok stavebného zámeru (Doplnok SZ) a dokumentácie Oznámenia o zmene navrhovanej činnosti (Oznámenie 8a) pre stavby Diaľnica D4 Bratislava, Jarovce - Ivanka sever, Diaľnica D4 Bratisla","Národná diaľničná spoločnosť, a.s.",Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"PRÍPRAVA, VÝSTAVBA A PREVÁDZKA DIAĽNIC A RÝCHLOSTNÝCH CIEST",71311220-9,"",Nie,Nie,v dňoch (od zadania zákazky),8.33333333333333,Najnižšia cena,Nie,Áno,1/16/2015 12:00:00 AM,1/16/2015 12:00:00 AM,12/3/2014 12:00:00 AM,"",Nie,11/28/2014 12:00:00 AM,Jedna hodnota,8700000,vyhlásenie verejnej súťaže (služby),SK0,8700000,5,0,4690603.94,False,"",4690603.94,0.53914987816092,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Kancelárske potreby,Ministerstvo vnútra Slovenskej republiky,Otvorená,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,30192000-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Iné,Áno,Áno,10/13/2014 12:00:00 AM,10/13/2014 12:00:00 AM,8/29/2014 12:00:00 AM,Nie,Nie,8/27/2014 12:00:00 AM,Jedna hodnota,7510000,vyhlásenie verejnej súťaže (tovary),SK0,7510000,1,0,7510000,False,"",7510000,1,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
"Zvýšenie konkurencieschopnosti spoločnosti NÁBYTKÁR, s. r. o. použitím inovatívnych technológií vo výrobe","NÁBYTKÁR, s.r.o.",Otvorená,Tovary,§7 ODS.1,INÝ,42600000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Áno,Nie,9/24/2014 12:00:00 AM,9/24/2014 12:00:00 AM,8/7/2014 12:00:00 AM,Nie,Áno,8/4/2014 12:00:00 AM,Jedna hodnota,266550,vyhlásenie verejnej súťaže (tovary),SK031,266550,3,0,267650,False,"",267650,1.0041268054774,yes,paragraf §7
Stavebné a bezpečnostné opatrenia na cestách I. triedy v Žilinskom kraji,Slovenská správa ciest,Otvorená,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,SPRÁVA A ÚDRŽBA CIEST I. TRIEDY,45000000-7,"{45233000-9,45221100-3,45233220-7,45233320-8}",Nie,Nie,v dňoch (od zadania zákazky),8,Najnižšia cena,Nie,Áno,12/5/2014 12:00:00 AM,12/5/2014 12:00:00 AM,10/23/2014 12:00:00 AM,Nie,Áno,10/20/2014 12:00:00 AM,Jedna hodnota,10118359.93,vyhlásenie verejnej súťaže (stavebné práce),SK031,10118359.93,3,0,11238423.26,True,20,8990738.608,0.888556907463164,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
I/59 Dolný Kubín (Medzihradie-Kňažia) (TEN-T),Slovenská správa ciest,Otvorená,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,SPRÁVA A ÚDRŽBA CIEST I. TRIEDY,45000000-7,"{45233000-9,45221100-3,45233220-7,45233320-8}",Nie,Nie,v dňoch (od zadania zákazky),8,Najnižšia cena,Nie,Áno,12/5/2014 12:00:00 AM,12/5/2014 12:00:00 AM,10/23/2014 12:00:00 AM,Nie,Áno,10/20/2014 12:00:00 AM,Jedna hodnota,15206131.51,vyhlásenie verejnej súťaže (stavebné práce),SK031,15206131.51,4,0,17339952.5,True,20,13871962,0.912261083029394,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Zvislé dopravné značenie s príslušenstvom,Správa a údržba ciest Prešovského samosprávneho kraja,Otvorená,Tovary,ROZPOČTOVÁ ORGANIZÁCIA VYŠŠIEHO ÚZEMNÉHO CELKU,SPRÁVA A ÚDRŽBA CIEST II. A III. TRIEDY,34992200-9,"{34990000-3,60100000-9}",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Áno,Áno,3/11/2015 12:00:00 AM,3/11/2015 12:00:00 AM,1/27/2015 12:00:00 AM,"",Nie,1/21/2015 12:00:00 AM,Jedna hodnota,248116,vyhlásenie verejnej súťaže (tovary),SK041,248116,1,1,248116,False,"",248116,1,yes,ROZPOČTOVÁ ORGANIZÁCIA VYŠŠIEHO ÚZEMNÉHO CELKU
"KOMPLEXNÉ FINANČNÉ, PRÁVNE A TECHNICKÉ PORADENSTVO A PORADENSTVO V PROCESE VEREJNÉHO OBSTARÁVANIA V SÚVISLOSTI S PRÍPRAVOU A REALIZÁCIOU PPP PROJEKTU NOVEJ UNIVERZITNEJ NEMOCNICE V BRATISLAVE",Ministerstvo zdravotníctva Slovenskej republiky,Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,ZDRAVOTNÍCTVO,66171000-9,"{79111000-5,71621000-7,72316000-3,79418000-7}",Nie,Nie,lehoty uskutočnenia,,Iné,Nie,Áno,11/4/2014 12:00:00 AM,11/4/2014 12:00:00 AM,9/26/2014 12:00:00 AM,Nie,Nie,9/24/2014 12:00:00 AM,Jedna hodnota,2250000,vyhlásenie verejnej súťaže (služby),SK0,2250000,1,0,2500000,False,"",2500000,1.11111111111111,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Mediálna kampaň - ""Popularizácia vedy a techniky na Slovensku"",Centrum vedecko-technických informácií SR,Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,PODPORA VEDY A VÝSKUMU,79340000-9,"{79342200-5,79341000-6,92111200-4,79822500-7,79960000-1,79520000-5}",Nie,Nie,lehoty uskutočnenia,,Najnižšia cena,Nie,Áno,12/22/2014 12:00:00 AM,12/22/2014 12:00:00 AM,11/25/2014 12:00:00 AM,"",Áno,11/19/2014 12:00:00 AM,Jedna hodnota,2333850,vyhlásenie verejnej súťaže (služby),SK01,2333850,4,0,2047412.4,True,20,1637929.92,0.70181456391799,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Obstaranie inovatívnych technológií,Alojz Kuchar,Otvorená,Tovary,§7 ODS. 1,INÝ,42621100-6,"{42612000-9,42642100-9,43812000-8,43810000-4,43800000-1,43000000-3}",Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Áno,Nie,12/22/2014 12:00:00 AM,12/22/2014 12:00:00 AM,11/10/2014 12:00:00 AM,Nie,Áno,11/5/2014 12:00:00 AM,Jedna hodnota,285000,vyhlásenie verejnej súťaže (tovary),SK031,285000,2,0,284900,False,"",284900,0.999649122807018,no,paragraf §7
Obstaranie polygrafických zariadení,Tlačiareň Kežmarok GG s.r.o.,Otvorená,Tovary,§ 7 ODS. 1,INÝ,42962000-7,{42991000-9},Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Áno,Nie,9/23/2014 12:00:00 AM,9/23/2014 12:00:00 AM,8/4/2014 12:00:00 AM,Nie,Áno,7/30/2014 12:00:00 AM,Jedna hodnota,183085,vyhlásenie verejnej súťaže (tovary),SK041,183085,3,0,167400,False,"",167400,0.914329409836961,no,paragraf §7
Služba verejného osvetlenia obce Podbrezová,Obec Podbrezová,Otvorená,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,50232100-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),180,Najnižšia cena,Nie,Nie,2/16/2015 12:00:00 AM,2/16/2015 12:00:00 AM,12/31/2014 12:00:00 AM,"",Nie,12/29/2014 12:00:00 AM,Jedna hodnota,375000,vyhlásenie verejnej súťaže (služby),SK031,375000,1,0,450000,True,20,360000,0.96,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Výkon stavebného dozoru na stavbe: Kráľovský Chlmec - rozšírenie jednotnej a splaškovej kanalizácie a intenzifikácia ČOV,"Východoslovenská vodárenská spoločnosť, a.s.",Otvorená,Služby,§ 7 ODS. 4,VODÁRENSTVO,71540000-5,"{71318000-0,79994000-8,71520000-9}",Nie,Nie,v mesiacoch (od zadania zákazky),39,Najnižšia cena,Nie,Áno,12/15/2014 12:00:00 AM,12/15/2014 12:00:00 AM,11/4/2014 12:00:00 AM,Nie,Áno,10/30/2014 12:00:00 AM,Jedna hodnota,544590,vyhlásenie verejnej súťaže (služby),SK042,544590,1,0,262800,False,"",262800,0.482564865311519,no,paragraf §7
Modernizácia technologického zariadenia slúžiaceho pre obrábanie kovov sústružením,"KŘIŽÍK GBI, a.s.",Otvorená,Tovary,PRIJÍMATEĽ NFP Z FONDOV ES,HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,42000000-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Áno,10/21/2014 12:00:00 AM,10/21/2014 12:00:00 AM,9/8/2014 12:00:00 AM,Nie,Áno,9/4/2014 12:00:00 AM,Jedna hodnota,232280,vyhlásenie verejnej súťaže (tovary),SK,232280,3,3,187000,False,"",187000,0.805062855174789,no,PRIJÍMATEĽ NFP Z FONDOV ES
Výskum v oblasti optimalizácie procesu výroby bioplynu 2,"ECO PWR, s. r. o.",Otvorená,Služby,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM,HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,73100000-3,"",Nie,Nie,v mesiacoch (od zadania zákazky),10,Najnižšia cena,Nie,Áno,12/8/2014 12:00:00 AM,12/8/2014 12:00:00 AM,10/24/2014 12:00:00 AM,Nie,Áno,10/21/2014 12:00:00 AM,Jedna hodnota,1342000,vyhlásenie verejnej súťaže (služby),SK023,1342000,2,0,1331930,False,"",1331930,0.992496274217586,no,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM
"Nákup inovatívnych technológií - KANVOD, spol. s r. o.",KANVOD spol. s r.o.,Otvorená,Tovary,OSOBA PODĽA § 7 ODS. 1 ZOVO,OPRAVA A ÚDRŽBA DOPRAVNÝCH PROSTRIEDKOV,33141625-7,"{39230000-3,42512000-8,42124000-4}",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Áno,Áno,12/19/2014 12:00:00 AM,12/19/2014 12:00:00 AM,11/6/2014 12:00:00 AM,Nie,Áno,11/3/2014 12:00:00 AM,Jedna hodnota,380000,vyhlásenie verejnej súťaže (tovary),SK023,380000,3,0,370800,False,"",370800,0.975789473684211,no,paragraf §7
3-osový hrotový CNC sústruh,"LOMAN, s.r.o.",Otvorená,Tovary,"OSOBA PODĽA § 7 ZÁKONA O VO, SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM",HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,42630000-1,"",Nie,Nie,v dňoch (od zadania zákazky),1,Najnižšia cena,Áno,Nie,9/18/2014 12:00:00 AM,9/18/2014 12:00:00 AM,8/6/2014 12:00:00 AM,Nie,Áno,8/1/2014 12:00:00 AM,Jedna hodnota,143890,vyhlásenie verejnej súťaže (tovary),SK023,143890,3,0,143600,False,"",143600,0.99798457154771,no,paragraf §7
Technológia pre výrobný proces mäkkej väzby typu V2,"DEVIN printing house, s. r. o.",Otvorená,Tovary,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM,"OSOBA POVINNÁ PODĽA §7, SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM",42991000-9,"",Nie,Nie,v dňoch (od zadania zákazky),3,Najnižšia cena,Áno,Nie,1/26/2015 12:00:00 AM,1/26/2015 12:00:00 AM,12/15/2014 12:00:00 AM,Nie,Áno,12/10/2014 12:00:00 AM,Jedna hodnota,165000,vyhlásenie verejnej súťaže (tovary),SK010,165000,3,0,161500,False,"",161500,0.978787878787879,no,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM
"Zvýšenie konkurencieschopnosti spoločnosti METALTRIM, s.r.o. prostredníctvom zavedenia nových inovatívnych technológií do výroby a zamestnaním nových pracovných síl","METALTRIM, s.r.o.",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,INÝ,42900000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Iné,Áno,Nie,9/29/2014 12:00:00 AM,9/29/2014 12:00:00 AM,8/18/2014 12:00:00 AM,Nie,Áno,8/12/2014 12:00:00 AM,Jedna hodnota,340216,vyhlásenie verejnej súťaže (tovary),SK,340216,2,0,340216,False,"",340216,1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Obstaranie inovatívnej technológie do drevárskej výroby,Pavol PETRO,Otvorená,Tovary,FYZICKÁ OSOBA,DREVÁRSKA VÝROBA,42600000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Áno,Nie,9/24/2014 12:00:00 AM,9/24/2014 12:00:00 AM,8/13/2014 12:00:00 AM,"",Áno,8/8/2014 12:00:00 AM,Jedna hodnota,293000,vyhlásenie verejnej súťaže (tovary),SK041,293000,4,0,351600,True,20,281280,0.96,no,FYZICKÁ OSOBA
Energetické a dizajnové využitie stavebných otvorov,"K-system, spol. s r.o.",Otvorená,Služby,OSOBA PODĽA § 7 ODS. 1 ZÁKONA O VEREJNOM OBSTARÁVANÍ,VÝROBA TIENIACEJ TECHNIKY.,73100000-3,"",Nie,Nie,v mesiacoch (od zadania zákazky),10,Najnižšia cena,Nie,Áno,11/7/2014 12:00:00 AM,11/7/2014 12:00:00 AM,10/9/2014 12:00:00 AM,"",Áno,10/4/2014 12:00:00 AM,Jedna hodnota,2082000,vyhlásenie verejnej súťaže (služby),SK032,2082000,3,0,2082000,False,"",2082000,1,yes,paragraf §7
Dodávka elektrickej energie,Univerzitná nemocnica Martin,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,09310000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),20,Najnižšia cena,Áno,Áno,1/29/2015 12:00:00 AM,1/29/2015 12:00:00 AM,12/23/2014 12:00:00 AM,Nie,Nie,12/22/2014 12:00:00 AM,Jedna hodnota,692079.93,vyhlásenie verejnej súťaže (tovary),SK031,692079.93,4,0,664878.03,False,"",664878.03,0.96069543585811,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Vypracovanie kompetenčného modelu pracovníkov a pracovných pozícií IZS .,Ministerstvo vnútra Slovenskej republiky,Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,79414000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Iné,Nie,Nie,9/2/2014 12:00:00 AM,9/2/2014 12:00:00 AM,7/15/2014 12:00:00 AM,Nie,Áno,7/10/2014 12:00:00 AM,Jedna hodnota,210153.33,vyhlásenie verejnej súťaže (služby),SK0,210153.33,3,0,130000,False,"",130000,0.618595955629159,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
"Zvýšenie inovačných aktivít v spoločnosti Niva Expo, spol. s r.o. pomocou technologického zariadenia na výrobu dvierok","Niva Expo, spol. s r.o.",Otvorená,Tovary,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM,NÁBYTKÁRSKY PRIEMYSEL,42642100-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Áno,Nie,9/9/2014 12:00:00 AM,9/9/2014 12:00:00 AM,7/31/2014 12:00:00 AM,Nie,Áno,7/25/2014 12:00:00 AM,Jedna hodnota,167500,vyhlásenie verejnej súťaže (tovary),SK032,167500,2,0,151700,False,"",151700,0.905671641791045,no,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM
